Session ID,Date started,"Imagine you are writing a complaint letter to the head of Walmart...in detail, tell us the things you would complain about and why they matter?",What do you think Target does better than Walmart?,What do you LOVE most about Walmart?,Gender,Age group,State,Who does it better? Target or Walmart?
58f69ef3-7953-4b88-9f87-ab10ac0f61e2,10/02/2022 01:00,I'm sorry I don't know what to complain about.,,Everything is sold at Walmart that you could need .,Female,55-64,Texas,Walmart
9392c72e-84af-45f7-8d5b-16b3095d6219,10/02/2022 01:00,Self service checkouts and rude employees,It's cleaner and the employees are friendlier,They have low prices,Male,55-64,Texas,Target
9d42cc0d-ec41-4ee3-9f58-20fbb69030eb,10/02/2022 01:00,I would complain about the lack of help from associates in the store. When you are shopping and have an issue it's almost impossible to find help.,Target is more organized and the associates seem more helpful,Low price,Female,45-54,Texas,Target
c48d3a05-13f7-4777-ad0c-392a154559d3,10/02/2022 01:00,Nothing,,Wide selection,Male,55-64,Texas,Walmart
dd3fe5dc-7f45-4de0-aeb3-0047cd4a54d0,10/02/2022 01:00,Walmart is always out of stock of items that I need and when I try to order them online theyre not available,,"It is a one stop shop, I used to go to another grocery store that was mainly for foods, however, once you are at the store you start thinking of what you would want to do on your days off and how to achieve certain tasks around your home. That is what I love most about going to Walmart, anything I can possibly think of is there. I can shop for my groceries, for tools, clothes, shoes all at one place",Female,18-24,Texas,Walmart
ef02185f-0f58-496a-b4de-c3f35537a23a,10/02/2022 01:00,"I would complain about having to check out myself.  If they are going to make us to this, this we need to receive discounts on our products.  Otherwise hire more checkers.""",Target doesn't make you check yourself out.,"Low prices they always have and the variety of foods, clothing, electronics, etc.  It is a good place to save money on groceries.",Female,65-74,Texas,Target
f0e69671-a46a-4874-a416-209f01dc8744,10/02/2022 01:00,Variety,It has starbucks,Prices,Female,18-24,Texas,Target
29495ccf-ba1e-4703-8c81-272db51d17e0,10/02/2022 01:00,"I don't normally file complaints, however I would mainly mention that they need to treat their employees better and give them better pay and benefits.""",,"I love the ability to buy everything I need in one place, from produce and shelf stable groceries, to cleaning products, to home and beauty. I also like that the prices are always affordable and fit my budget.",Female,35-44,Texas,Walmart
5df54575-5e5e-4810-891b-27603839e69f,10/02/2022 01:00,Walmart has WAY TOO MANY self help checkouts. I feel that more human cashiers would help Walmart's image and also help the community.,Target has more real cashiers. :)  Also Target has a better quality store brand product.,"I like Walmart because it is close to my home. Also, they have the products I need/want at a reasonable price.",Female,,Texas,Target
73a54f02-1635-4727-817d-f3468fde2d9c,10/02/2022 01:00,"Eveytime I shop at wal-mart there are never enough cashiers and the lines are super long, its very frustrating.""",,Wide variety of what you are looking for. One stop shop. Reasonable prices,Female,35-44,Texas,Walmart
984c8f4f-756f-4b90-9bca-be6647e9a2e4,10/02/2022 01:00,During this time of pandemic  Shortages Some things have to be rationed. Walmart will place signs limiting qualities to individual customers but yet when they reach the register nothing is done they are allowed to go right on through with their purchase regardless of how many items they have. Take toilet paper or paper towels.  You're sign will say limit 4 per customer and you will see people walking out the front door with 4 baskets full and nobody confronts them this is a community and the last thing we need or want are horders.  In addition one of the things you should train your staff Is to be more honest if they don't know where an item is located in the store just admit they don't know they don't know versus sending someone with a cane completely across the store To look for an item that was just 2 rows over from where they were standing. For the most part Walmart is convenient most of its employees are friendly but there's still work to be done. Opening a few more registers during the day would help as where the lines get quite extensive before new cashiers are brought into play.,,The lower  Prices and proximity to my house.. They carry a variety of brands I am familiar with and prefer to purchase.  I enjoy the fact they have a good hot deli and cold deli where I can purchase fresh sliced lunch meats cheeses and hot items as well,Male,55-64,Texas,Walmart
d0fb022c-0793-426c-81fe-475d9edb4e4c,10/02/2022 01:00,"Self checkout is a a pain, not enough personnel to check out""",Offers higher end merchandise and has plenty of personnel,Convenient,Male,55-64,Texas,Target
d52438dc-b4e4-4213-9cc1-667c2223ba3e,10/02/2022 01:00,"The website for ordering is cumbersome.  I get items I want to pickup being shipped.  This happens because when I select pickup, items avaible for shipping are included.  Plus navigation on the app is not simple (childproof).  Gosh simplify it.  Amazon is EZ, ordering a meal on line is EZ, but ordering chip from the Walmart app for pickup requires coding experience.""",,"Curbside delivery (pickup), quick pickup, fair pricing, decent quality.",Male,65-74,Texas,Walmart
431d65bd-d5d3-4b49-ba92-2d098be3eb7a,10/02/2022 01:00,There never seem to be enough registers open and the cashiers on staff are by and large of below average speed.,"Cleaner, better organized. But I will say in Walmart's defense, they are more often closer to swamped than Target am swamped puts cleanliness and organization on the back burner",Full fledged retail outlet offering a lot of situations by which 1 stop shopping is enabled,Male,65-74,Texas,Target
640512d5-f2b8-444f-9aba-31bb46e18e11,10/02/2022 01:00,Walmart does not employ enough cashiers to handle customers on checkout.,Walmart is so anti labor which I do not like. They have fought the union for years.,"I love the convenience of Walmart, it's an one stop shop.",Female,65-74,Texas,Target
8b88f51e-21c1-4dfb-8bf7-f563769c9c69,10/02/2022 01:00,The food missing items and how bad delivery service was,,Delivery service low prices,Male,45-54,Texas,Walmart
c3f113e1-39ab-4d9e-a9a2-c87aca636758,10/02/2022 01:00,It's good,,It's a good place,Male,25-34,Texas,Walmart
c862cf22-0b39-4b7f-ae96-16319433880c,10/02/2022 01:00,Some of their policy are woke.,,wide selection and low price,Male,55-64,Texas,Walmart
d7df14c2-33c1-4471-80e1-d2bc04752181,10/02/2022 01:00,"I would complain about the Lactose Free milk spoiling long before the date.  I did complain about this by phone, and was told it is only supposed to last 7 days from opening, which I think is untrue.""",,Everyday low prices,Female,65-74,Texas,Walmart
d93a87c9-c921-463c-9877-f607270e35fa,10/02/2022 01:00,"Dear sir or ma'am, 
I'm writing you today about the difficulties I've been having with the Walmart pharmacy.  EVERY time I have to get a prescription filed there is an issue.  Either my insurance has not been applied correctly by your pharmacy and a$1.30 prescription costs$450. Or you've sent me a text saying I have 4 scripts ready and there's only 2. Any time I bring a new script and want it filled before I leave the store I ask for an estimate of time.  It is never the length that I'm quoted.  One time I expressed that I NEEDED it for that night.  They had an hour.  They knew I was waiting in the chairs for my prescription and they closed the pharmacy 15 minutes early and did not complete my order.  
I do not have many options for where I can shop.  You need to do better.  Be better.""",I don't have prescriptions there so there's no expectation of service in that department.  It's far away from where I live so my trips there are few and far between.,I love that when I want cake because I just have a Random craving ican go to the deli and purchase a piece of cake. I do not have to commit to a whole cake.  I can get a simple white cake with buttercream slice for a few bucks!,Female,45-54,Texas,Target
fc232051-90fd-4812-86d8-5e8a12322dec,10/02/2022 01:00,Price tags are often missing,,I love the value and the variety,Male,55-64,Texas,Walmart
0e1241e1-53bf-4505-9800-44f60100d3d6,10/02/2022 01:00,There aren't enough people for checking out. I'm disabled and have a compromised immune system. Waiting in line isn't safe for me or my family and self checkout is extremely different for me.,,Convenience of product and shopping,Female,45-54,Texas,Walmart
15fee3a0-9721-4679-b838-2df820983593,10/02/2022 01:00,I would like to address the that your store does not have enough employees and cashiers,,I love shopping there because that is where me and my family have been shopping there for years,Male,55-64,Texas,Walmart
5389cf13-5371-476f-a22f-f7f2ab5a9892,10/02/2022 01:00,that the store isnt clean and sometimes the associate are not friendly. And you always have only a few lanes open when your store has a lot of people waiting to check out.,its workers and store is amazing and well organized,they have everything i need in one spot,Female,25-34,Texas,Target
53a329d5-86ea-4fe4-82d9-f71352a3879f,10/02/2022 01:00,"would complain about shipping fees, out of stock items""",,good value fast shipping,Female,45-54,Texas,Walmart
ac01ce62-f39a-48ba-94a9-8d4eee6473b1,10/02/2022 01:00,SEE MY PREVIOUS ANSWER,THE STORES ARE CLEAN AND UPDATED AND THEY HAVE REAL LIVE CASHIERS,NOTHING SINCE THEY MADE EVERYTHING SELF HELP BUT DID NOT REDUCE PRICES. I AM NOT A CASHIER FOR WALMART!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Male,45-54,Texas,Target
c2977827-47cc-4f88-ab0e-8767c109b217,10/02/2022 01:00,More checkers available during peak shopping hours,,every product you may need at a low price,Male,55-64,Texas,Walmart
5b863d22-3d3f-49bb-b38d-bf0572187a29,10/02/2022 01:00,The only thing I would complain about is the long lines,,I love Walmart because they are a one stop shop where I can find every thing I want in one place at a good pice,Male,45-54,Texas,Walmart
b8f3432f-bb8e-4e69-8ee8-d0f236dd5bc3,10/02/2022 01:00,I don't really know anything i would complain about unless I'm in store and come across something,,Everything,Male,18-24,Texas,Walmart
eeac57dc-7aeb-4d4a-b035-d6d10ae66639,10/02/2022 01:00,The lack of customer support,,I love how big Walmart is with all the available,Male,18-24,Texas,Walmart
59487cbe-ffc6-4745-8612-4addf59e1886,10/02/2022 01:00,"If I were to complain to Walmart headquarters, it would have to be about the fitting rooms and fabric cutting sections. They never seem to have an employee on duty there and even when you call for someone to show up, they never do. Last experience I had with the fabric cutting section, I was waiting for an employee to show up after I had pressed the help button. I heard them call over the intercom for someone to be sent and nobody showed up for about 10 minutes. I pressed the button again and while I was doing so, another customer showed up for the same thing. I was talking to the other customer about how long it was talking and they told me that the last time they were there, they waited for 30 minutes for someone to show up. However, nobody ever showed so they ended up cutting the fabric themselves and whenever they took it to the front they just put a price tag on it. I didn't think that was okay and I was in a rush and wasn't going to wait for 30 minutes to not get somebody to show up. So, since I know somebody who works there I called them and asked them if they could get someone down there. Within the next 5 minutes they had 2 people go down there and help me and other customers that needed fabric cut. When I told another person that I know who works there, they told me that usually the managers will ignore the calls for that section and customers tend to bring their fabric up there cut and no tags.""",,"What I love most about Walmart would have to be that I can do most of my shopping there and don't have to go anywhere else for the things I'm looking for. It helps that it is in a convenient location and I get discounts on the things I buy. They have some of the lowest prices when it comes to grocery shopping. They also have many options when it comes to other things such as, apparel, houseware, toys, seasonal, outdoors, and electronics.",Female,25-34,Texas,Walmart
da5b3d34-e2b3-47cd-95da-ecfabbb66791,10/02/2022 01:00,I would complain about how and employee was treated or how they treated someone. If I saw and employee being treated cruelly by another employee and the acting supervisor does nothing to correct the behavior I would write a complaint letter to the head of that Walmart. If and employee was treating a customer poorly for something the customer couldn't help or control the head of Walmart would hear about it.,,"I love the way I can get clothes, toys, diapers, wipes, cleaning supplies, animal shampoo, animal food, beds, bed frames, photos printed, cakes ordered, hygiene products, tobaccos, alcohol, shoes, and grocery shop at in one trip and all at the place.",Female,18-24,Texas,Walmart
deddc0fa-4f9f-444b-b61a-faccf8403b26,10/02/2022 01:00,"I love Walmart in general, but the 'rollback' prices are not always as low as other stores.  Lately, the inventory has been limited, but I write that off, considering the delivery issues in the U.S. right now.  I am very happy the shipping is now free because it is unpleasant to go into the store.  I do not like checking out myself, and when I do ask an employee a question, he/she is often dismissive or even rude.  It does not appear the employees are happy to be there.""",,"Easy online shopping, free delivery, and competitive prices.",Female,45-54,Texas,Walmart
95b0f245-8a8c-4c9c-a70e-6e4746157dd7,10/02/2022 01:00,well i was in walmart and the cashier was rude i told how to do her and she got pissed she do se not understand that i pay her to work here if not for me she would nt have her job,,i save money,Male,35-44,Texas,Walmart
489b761c-386b-4f9b-a009-4a1bdeb6baf2,10/02/2022 01:00,I would bring it to their attention that I am not a fan of their self check out. It should be my job to ring up my own groceries. That's why I go shopping so someone can do that for me who is getting paid to do it. It's frustrating having to ring up my purchases after a long day,,I like how they are conveniently located to me. They are very budget friendly and are a one stop shop store I can get my groceries and find an outfit for date night  all in the same place,Female,35-44,Texas,Walmart
679fc05f-950c-4ecc-a139-1dcc19239661,10/02/2022 01:00,"i dont like how the staff sometimes doesnt be no type of help , as if im suppose to know where everything is... even when i order something online it could be stock and it'll take my money out my account but then it sells out i dont get that...... but when i call yall act like yall cant do nothing thats why im done ordering stuff online""",target is amazing thats my favorite go to store like everything is always on point always never no type of issues at all,because walmart is too much,Female,18-24,Texas,Target
b127b9f3-0f98-466c-af6e-c727588b6312,10/02/2022 01:00,coupon issues should be fixed and employees should be more friendly,,everything in one place,Female,65-74,Texas,Walmart
cc18d3e2-2320-4dd4-8936-f42b95dca2d9,10/02/2022 01:00,wouldnt write one,,I like it becasue it is convienent,Female,55-64,Texas,Walmart
